income,loan_amount,credit_score,term,employment_years,age,Class
62498,17677,632,36,19,18,0
10000,38240,510,60,15,18,1
60904,10618,768,12,1,27,0
53550,16900,678,60,2,29,0
48808,14597,723,60,17,44,0
59047,19366,731,60,12,40,0
67251,22653,675,60,2,48,0
79481,5383,794,60,11,41,0
78686,16390,622,48,10,43,0
10000,37055,497,60,2,35,1
54687,20888,663,36,16,30,0
69895,3689,769,48,17,44,0
57959,13373,646,60,9,50,0
50615,17677,649,24,18,43,0
59944,13719,832,48,2,36,0
64175,18444,789,24,10,32,0
66969,9946,800,48,12,25,0
10000,44706,516,48,8,31,1
65102,20665,771,48,6,32,0
28406,36070,517,12,12,33,1
30531,42612,483,60,2,27,1
59298,11330,665,12,5,31,0
76126,6152,709,12,16,39,0
72878,18059,611,24,5,32,0
22088,42568,482,48,13,39,1
25040,36731,471,60,5,33,1
35774,35412,457,24,11,22,1
52492,16687,691,48,12,34,0
33641,46644,528,24,17,25,1
32130,37544,398,48,2,27,1
48173,19121,705,36,17,41,0
10000,37336,508,60,18,40,1
15538,41519,517,48,12,18,1
55656,16858,726,24,16,20,0
19522,36166,443,36,4,19,1
55244,8034,665,24,2,25,0
48135,12692,669,36,9,39,0
35284,40490,482,48,19,30,1
53415,16601,801,24,0,47,0
69093,13193,656,36,10,39,0
21968,25638,489,48,11,24,1
10000,39386,521,60,14,18,1
57776,21152,787,36,19,42,0
12462,42733,479,60,8,35,1
10000,37434,535,48,6,25,1
60014,12890,693,12,4,41,0
71869,12453,721,24,14,41,0
79631,21459,699,36,15,35,0
69975,21659,747,24,9,45,0
41200,14407,693,60,19,31,0
61702,18335,678,60,14,43,0
50522,9704,673,12,5,46,0
58185,9259,662,36,10,31,0
23885,42975,525,60,14,18,1
26779,28808,507,24,11,31,1
60522,6820,699,48,2,35,0
31437,37749,446,60,16,33,1
63914,8267,729,60,0,35,0
57889,11193,696,24,16,33,0
86812,18314,736,36,19,38,0
30666,32517,460,12,17,18,1
52744,16846,684,48,2,28,0
21777,31370,492,48,17,20,1
26565,45699,515,36,18,27,1
26476,35909,479,24,3,18,1
58019,10743,690,48,17,26,0
66079,13510,717,12,2,38,0
63608,10540,671,48,16,45,0
14690,38039,428,48,19,18,1
68956,21309,727,36,7,46,0
61677,24193,734,60,16,33,0
78077,12556,764,48,5,41,0
57244,13108,813,24,14,34,0
58898,13799,708,36,18,28,0
39411,16765,612,48,10,37,0
19614,38457,514,36,18,29,1
83229,21196,744,60,15,35,0
60934,13801,651,60,6,34,0
66261,9528,716,12,1,32,0
37176,11970,724,60,18,37,0
50716,10731,785,36,11,39,0
26116,35865,460,60,14,19,1
72658,18374,664,12,7,51,0
59184,9531,645,36,3,29,0
63543,14986,767,36,9,34,0
49642,21606,682,36,5,29,0
64644,9990,679,60,10,33,0
49417,19097,772,24,1,36,0
57402,15161,707,36,6,37,0
15544,39972,466,48,5,40,1
64809,13149,670,12,0,43,0
73357,15669,719,36,2,27,0
79376,23840,697,60,14,43,0
12465,41914,529,48,18,18,1
48455,16028,701,36,16,44,0
62261,12715,757,12,15,41,0
26818,40163,496,48,2,18,1
60047,4479,624,60,6,53,0
64645,19886,636,48,18,36,0
69409,14164,744,60,6,48,0
14375,37563,475,36,0,23,1
69678,7453,737,36,8,28,0
37282,4527,752,48,12,38,0
48661,15182,627,60,2,25,0
50297,18954,664,60,12,52,0
24300,36871,488,60,5,26,1
15365,34291,495,12,12,22,1
77034,12109,768,60,16,31,0
10000,48520,551,60,15,25,1
64110,13872,700,24,5,45,0
11494,34717,558,24,4,27,1
22221,43033,501,24,10,22,1
55264,12070,611,48,9,28,0
56204,20073,743,48,3,27,0
57266,20262,760,60,1,38,0
60396,20643,696,48,2,27,0
58591,16464,594,60,13,36,0
54579,16111,734,60,10,20,0
65389,12942,713,48,10,40,0
50709,15408,707,24,18,37,0
27090,33811,538,48,8,36,1
67292,10532,675,36,9,40,0
46785,4769,646,60,8,24,0
18854,42804,613,12,18,18,1
69958,18653,607,24,15,37,0
48802,11650,651,60,10,36,0
73966,11496,763,60,17,26,0
10000,35217,492,12,5,29,1
10000,42483,567,60,8,18,1
14106,39199,563,36,15,18,1
71240,13680,709,48,6,25,0
27818,42141,523,60,17,28,1
61323,23414,739,48,13,34,0
77024,14269,690,36,1,35,0
71595,19480,785,36,14,23,0
44397,33164,539,48,10,23,1
43553,16330,664,12,1,34,0
59585,20275,664,60,13,25,0
50860,6167,781,48,14,36,0
43685,14906,743,24,12,40,0
14362,38959,589,60,19,20,1
65018,19603,679,48,13,34,0
57059,8885,788,36,19,43,0
62601,21930,676,60,11,30,0
10000,35783,597,12,14,29,1
72221,21930,647,12,19,34,0
25387,44476,537,12,16,18,1
78199,8555,801,12,18,27,0
39294,16784,695,36,16,35,0
10000,48475,456,36,16,26,1
23261,42129,471,60,15,18,1
12446,33348,508,60,12,28,1
10000,35363,491,36,1,18,1
16897,36404,450,36,6,24,1
25765,45620,548,24,4,28,1
46233,20466,704,24,8,40,0
24567,41197,488,36,12,29,1
57245,17634,747,60,9,35,0
21965,42488,504,60,8,41,1
68872,9768,739,36,16,41,0
51565,10024,740,48,11,38,0
52404,14056,721,36,11,34,0
61549,11733,711,36,2,21,0
17097,31070,506,24,10,24,1
70277,10144,620,60,14,37,0
70101,10111,744,24,18,35,0
11416,26978,513,24,0,19,1
10000,26483,530,24,13,23,1
60702,6312,644,24,10,25,0
12031,45605,515,48,1,25,1
71653,10849,687,24,10,31,0
36654,37964,481,60,9,25,1
17823,37584,440,24,18,22,1
56481,15636,763,36,15,39,0
72364,18115,723,24,5,42,0
24219,42315,500,60,18,26,1
20212,31847,574,60,4,30,1
59810,16609,769,36,4,40,0
14377,39391,551,12,10,24,1
68846,13286,684,36,6,29,0
56488,18076,622,24,3,35,0
64172,17291,721,60,4,25,0
30736,45236,592,36,8,18,1
51271,16924,789,12,15,39,0
10000,29564,445,48,2,23,1
70280,12934,628,24,2,41,0
59437,15003,729,24,6,32,0
84710,17127,713,24,19,48,0
10000,34150,451,60,8,36,1
24017,31257,432,60,18,18,1
40844,17041,697,60,17,40,0
10000,35481,444,12,18,26,1
80767,13610,654,48,13,30,0
64008,6727,701,60,17,23,0
10000,41669,380,24,1,18,1
62363,27230,675,48,15,41,0
42442,8808,690,60,16,26,0
31870,43945,493,60,3,18,1
50818,2222,698,36,15,50,0
64722,7574,722,36,9,32,0
70750,18618,599,48,9,34,0
66004,12776,614,48,2,50,0
29183,38352,457,60,5,35,1
63880,16961,685,36,19,29,0
60160,16701,727,48,5,31,0
44457,43704,534,60,18,28,1
60634,6880,691,48,5,36,0
36699,41762,542,60,19,35,1
14006,38330,528,12,9,34,1
62713,21301,709,48,2,40,0
24400,41126,503,48,6,18,1
66009,14226,741,36,8,21,0
61605,22649,662,60,3,33,0
76654,9025,649,60,18,35,0
54128,21332,644,48,3,29,0
49444,23518,771,24,16,20,0
20184,47098,524,24,6,30,1
35795,34541,441,36,19,18,1
59665,11579,691,48,17,39,0
48748,10762,720,36,15,29,0
60190,13549,687,48,16,27,0
12167,35224,547,60,15,32,1
62883,17735,754,60,13,42,0
20557,43576,422,24,10,18,1
29751,36937,569,60,2,23,1
11015,42731,421,60,3,18,1
64768,19373,783,12,15,33,0
73447,15726,667,60,12,29,0
66445,1000,697,36,7,34,0
47620,16128,744,24,19,40,0
10000,43484,524,12,6,27,1
22110,33747,428,12,19,41,1
30470,40274,465,60,5,33,1
76525,6576,622,60,15,43,0
66674,15053,678,36,4,32,0
15393,35008,557,24,10,18,1
45203,15684,675,36,5,33,0
59611,16564,663,48,15,34,0
56892,11307,723,24,18,24,0
53668,12386,715,24,15,28,0
65584,15926,713,36,5,40,0
28700,38992,577,48,6,19,1
42885,7008,729,12,5,27,0
55107,21619,671,60,13,23,0
24137,47408,558,12,5,21,1
52288,10238,698,48,7,30,0
76841,8950,659,24,0,36,0
38779,19098,668,60,4,38,0
78053,18078,715,24,2,46,0
59919,26254,709,48,16,54,0
38531,18978,710,12,1,38,0
57294,20722,805,60,16,38,0
51898,10720,672,60,19,39,0
24129,39833,525,12,0,33,1
27589,39547,589,36,16,18,1
59661,21576,753,12,6,21,0
20030,32416,509,60,18,18,1
15342,39031,566,24,16,21,1
69100,15346,635,12,11,38,0
58314,9134,621,48,14,40,0
64253,4449,731,24,8,42,0
74597,20734,656,48,8,31,0
60163,13372,687,12,6,31,0
51519,11554,712,48,17,30,0
69151,15420,683,12,2,32,0
59885,6288,638,12,1,35,0
64899,13212,621,36,4,23,0
54348,9458,712,12,17,51,0
74245,7769,670,60,12,24,0
15793,46874,542,60,13,22,1
51431,8054,742,24,14,34,0
32897,45678,422,24,0,22,1
11841,38165,530,24,1,30,1
21745,48123,528,60,0,18,1
74717,17545,754,24,9,32,0
52519,13114,690,48,6,38,0
59669,14271,719,24,15,36,0
70131,20111,758,24,14,27,0
61796,10989,701,60,9,39,0
77418,16320,638,48,8,58,0
49474,19913,680,24,19,39,0
61540,18600,661,60,15,25,0
15208,39893,515,12,10,30,1
16208,42074,407,60,14,27,1
59149,16615,703,36,1,26,0
36839,36452,510,60,1,20,1
53457,13304,651,48,10,43,0
75852,13858,678,48,6,39,0
55078,17713,732,12,18,29,0
54603,12958,630,12,3,32,0
55772,22112,664,12,16,43,0
22322,38234,481,36,14,32,1
65870,20628,673,12,9,29,0
10444,33101,369,36,14,39,1
62397,18990,650,48,16,22,0
59961,18331,762,24,16,39,0
50508,17871,730,48,15,34,0
45092,12146,697,48,0,23,0
63568,16887,652,12,3,31,0
55749,17456,715,24,12,34,0
48078,9309,683,24,2,44,0
70089,19741,701,24,18,27,0
52046,14501,671,60,8,28,0
10767,39362,470,12,1,23,1
61884,11336,672,24,13,39,0
56228,14906,647,60,7,38,0
58157,13515,671,36,5,36,0
57704,5231,723,48,15,39,0
63360,12555,680,48,11,28,0
26228,42238,373,36,8,18,1
21848,37896,602,24,6,30,1
63133,13377,817,36,17,24,0
71652,27605,701,24,17,32,0
62363,11743,646,60,18,32,0
22610,50000,529,48,2,26,1
34907,38630,509,12,11,36,1
59582,11956,761,36,2,44,0
56065,12591,631,48,16,35,0
63241,10082,667,24,18,42,0
24732,37676,440,24,12,21,1
40848,20776,667,12,10,31,0
66552,14331,747,12,11,26,0
61482,18722,678,36,1,29,0
42613,24771,754,12,19,34,0
18130,30361,483,36,5,26,1
25219,45936,494,12,17,22,1
13993,37555,474,12,7,35,1
66733,21633,711,60,16,29,0
44325,23866,721,36,13,37,0
65167,20678,702,24,13,26,0
10000,50000,560,36,16,29,1
58229,12772,678,60,12,21,0
53268,13409,655,48,6,38,0
33017,37368,465,12,1,18,1
63765,14073,644,48,17,38,0
76143,4986,687,48,16,35,0
14965,44263,479,12,7,18,1
61646,20531,653,24,5,34,0
61067,21253,714,12,2,29,0
67839,14417,709,48,9,32,0
30490,39045,572,12,10,18,1
72099,13463,677,36,5,45,0
87345,13605,745,36,9,29,0
61483,12472,657,24,8,50,0
75591,21151,650,48,10,20,0
55359,1000,675,24,3,41,0
50365,12650,681,12,8,40,0
14697,37021,353,48,6,29,1
56301,3573,670,48,5,33,0
53677,14382,683,12,3,40,0
65206,14460,624,36,7,43,0
68293,17407,702,12,8,31,0
34960,43015,479,12,16,36,1
38967,37476,507,24,2,28,1
21958,36576,542,36,5,36,1
69595,14877,742,36,18,50,0
77099,7956,680,24,17,24,0
55991,6514,767,36,7,35,0
64757,10891,719,36,18,40,0
72080,18399,742,24,1,28,0
42576,16602,700,60,14,38,0
11501,39261,454,36,12,23,1
25366,37878,553,36,1,19,1
54063,14199,645,36,7,23,0
51733,17276,710,24,0,46,0
64445,26240,656,36,11,33,0
67831,15352,708,60,12,26,0
70396,11531,797,24,12,32,0
63831,6736,654,12,19,47,0
27384,39862,530,48,4,21,1
38260,39063,461,12,8,21,1
55756,14977,672,48,17,22,0
46233,6171,739,24,7,36,0
53973,15240,717,36,7,39,0
61526,17186,715,36,18,48,0
10000,42332,463,36,16,19,1
44375,16437,659,60,0,37,0
54187,14154,683,36,7,29,0
54275,12962,682,36,14,42,0
48766,10057,641,36,7,39,0
65720,14254,663,36,4,30,0
19673,38041,469,36,9,25,1
46231,4225,733,12,18,28,0
61865,16037,749,24,4,30,0
61288,22261,666,12,4,28,0
48349,27476,719,24,14,39,0
29920,50000,431,36,6,29,1
73801,14316,735,36,11,29,0
67864,16749,708,36,14,20,0
68707,10534,635,60,9,30,0
25365,39522,434,48,18,19,1
10000,34731,550,60,11,27,1
63781,20202,786,48,11,32,0
10000,40299,525,12,8,24,1
48942,3297,721,36,6,34,0
40413,12938,751,24,10,52,0
72666,11404,706,24,11,28,0
51854,6092,810,12,14,38,0
24725,43653,493,24,12,26,1
72615,21809,639,12,12,40,0
41424,12771,694,24,5,32,0
61838,7800,719,24,5,53,0
44451,4718,748,36,3,24,0
66483,4905,667,48,14,43,0
57803,17315,716,36,8,39,0
24789,43111,615,60,4,21,1
12442,34979,535,24,19,18,1
35615,46941,428,60,2,36,1
57425,17284,681,12,19,44,0
70035,15595,715,48,15,33,0
76728,4965,763,48,19,40,0
56499,8577,614,60,0,45,0
80048,9239,609,24,6,25,0
78939,18937,814,60,8,26,0
55936,12720,752,36,10,41,0
21910,48367,580,24,15,31,1
48808,4277,673,48,12,32,0
16908,42397,518,24,12,24,1
10000,39128,538,36,2,30,1
55149,17792,729,48,7,35,0
64996,17951,744,12,16,28,0
61647,14133,635,48,1,52,0
51419,14144,754,60,6,41,0
56165,15649,715,24,19,43,0
61521,11964,705,48,12,20,0
10000,47420,473,24,8,18,1
58010,20542,707,12,3,35,0
57104,15381,741,48,6,47,0
12742,40521,490,12,16,25,1
68926,12564,708,24,5,31,0
58970,16238,700,12,17,34,0
54740,10310,754,12,3,46,0
58311,19748,711,24,5,48,0
60033,21571,665,36,4,49,0
10924,35300,412,12,9,23,1
23571,45743,507,48,0,18,1
66818,10763,768,60,14,38,0
30858,44576,490,12,0,41,1
49061,8727,753,48,15,33,0
19047,45088,425,12,8,21,1
73973,9517,720,12,7,37,0
64290,19232,715,60,10,26,0
57010,13213,687,60,3,58,0
60468,18850,689,48,13,39,0
71744,12940,720,24,14,37,0
63542,17769,657,12,14,34,0
26218,34563,411,36,0,25,1
26283,40094,541,36,2,18,1
59919,16358,679,36,17,30,0
70552,9105,675,60,10,47,0
19008,43448,380,24,16,25,1
42988,42288,497,36,5,38,1
52414,14880,666,24,1,35,0
41632,34258,463,48,4,33,1
70821,15245,663,12,10,32,0
11428,39879,526,24,17,18,1
29633,46484,442,48,11,21,1
62290,25250,801,24,0,32,0
29551,46309,437,48,17,38,1
62788,8470,749,12,14,48,0
62507,15935,693,12,4,24,0
42073,18729,658,24,15,40,0
28177,36822,412,60,7,18,1
82091,15089,774,36,11,34,0
22174,34311,461,24,4,33,1
57548,12412,790,36,5,45,0
55457,12585,730,12,8,32,0
52201,13581,748,36,14,37,0
25079,33519,509,36,5,27,1
72772,13738,712,12,4,35,0
68308,22552,705,60,3,37,0
71361,14993,663,48,14,29,0
55729,13856,666,12,15,30,0
58460,12288,684,48,16,27,0
51745,12109,662,24,1,35,0
65531,12579,731,12,8,34,0
57009,5729,706,36,8,28,0
66041,11362,656,24,16,37,0
27916,47054,470,24,8,18,1
44246,15033,672,36,3,33,0
79309,7997,603,48,4,35,0
65582,16413,584,12,5,36,0
50203,17890,604,36,9,18,0
62383,12035,741,48,9,35,0
71545,14962,774,48,19,31,0
28254,48061,604,60,15,18,1
10000,32410,551,36,16,29,1
59298,7401,641,48,14,18,0
47557,30545,674,48,17,41,0
46725,11105,642,36,11,39,0
15705,45454,445,12,12,18,1
51480,12065,668,12,14,30,0
57083,23433,735,36,17,37,0
48516,17193,694,60,11,34,0
51237,19838,760,60,8,31,0
74540,23121,608,60,10,29,0
73449,2567,686,60,14,24,0
56352,14777,736,48,12,35,0
16271,46361,514,12,1,18,1
17524,34256,438,48,19,19,1
20297,32484,449,24,8,25,1
54891,18666,706,12,17,26,0
74421,21544,751,36,19,48,0
30309,38867,586,24,11,18,1
56858,19668,686,60,15,36,0
57298,16164,656,24,3,40,0
63937,11482,680,48,15,18,0
70424,14493,753,36,6,39,0
45267,16504,731,36,11,28,0
10000,41471,526,12,8,34,1
68628,14403,746,36,12,30,0
54730,13281,679,60,16,24,0
49550,17357,676,36,4,30,0
31894,40953,497,12,19,18,1
28773,39772,472,36,2,27,1
49235,18539,717,24,12,30,0
10000,33270,469,36,3,18,1
65816,16639,807,24,7,51,0
44488,17570,690,48,5,34,0
16346,42541,541,24,9,21,1
61137,10521,637,36,2,50,0
13730,37479,533,24,4,28,1
49389,13750,826,60,2,41,0
70540,16896,808,24,19,36,0
60984,20071,706,36,19,39,0
77376,17063,701,24,11,23,0
10000,32712,575,24,9,34,1
77734,20795,747,48,3,24,0
30584,45504,522,24,12,18,1
52214,17687,731,12,5,36,0
61949,14586,715,48,5,28,0
56076,18363,595,12,11,40,0
65554,12331,609,24,3,35,0
62456,21908,720,24,4,44,0
10000,43720,418,36,16,27,1
23520,35840,458,48,12,25,1
61745,11059,677,24,19,39,0
69313,10933,722,48,13,47,0
50897,17011,662,24,16,40,0
20268,30401,461,12,6,27,1
44529,16288,712,36,11,23,0
69827,9644,724,24,2,42,0
60467,17059,635,12,16,39,0
31581,34548,499,36,6,23,1
63538,11274,642,12,4,32,0
13942,42288,509,48,17,28,1
49047,15434,584,48,2,42,0
30302,33403,542,12,0,28,1
52137,6731,652,60,0,28,0
22436,30590,487,24,0,28,1
72258,19788,736,24,2,32,0
10000,44928,464,24,8,29,1
27109,37853,563,48,18,32,1
63893,7210,696,36,3,21,0
10000,28972,567,36,4,27,1
13622,43467,492,48,18,19,1
13236,36183,515,36,15,19,1
60879,16246,672,60,0,21,0
14357,40360,470,36,8,35,1
52480,11923,692,12,18,40,0
50564,22052,663,12,18,26,0
59091,15407,711,12,7,50,0
14531,41232,463,48,19,21,1
20596,38343,500,60,0,30,1
10000,27878,495,24,8,18,1
41330,40412,421,60,11,32,1
77474,8827,724,48,5,38,0
65796,19230,711,60,15,34,0
57039,11123,727,12,14,22,0
75321,18585,704,12,13,35,0
60759,22654,635,36,1,41,0
25432,45118,451,48,8,21,1
69277,16076,634,24,7,27,0
14556,38138,406,48,7,34,1
47035,11423,805,48,18,45,0
51154,15262,695,36,4,22,0
47567,22248,782,48,17,31,0
45600,46178,459,60,14,26,1
37945,47242,559,24,8,18,1
60467,17678,637,48,16,32,0
22438,37816,482,24,12,18,1
64676,6145,638,24,18,19,0
57832,14435,706,12,11,47,0
51537,13574,694,60,4,30,0
59288,14460,850,60,19,39,0
67793,12721,594,12,8,39,0
47385,12880,740,60,6,39,0
62606,9012,644,60,8,19,0
21503,41400,471,60,17,23,1
50810,11509,669,48,16,23,0
76838,10236,670,12,11,48,0
65301,13778,656,24,19,46,0
11395,41962,533,36,13,24,1
67265,16085,740,48,16,28,0
63748,18846,687,36,7,24,0
64404,19454,754,60,4,30,0
10000,39342,562,60,12,22,1
53404,14632,724,60,14,25,0
59669,18347,840,60,7,22,0
51510,11114,652,24,18,49,0
46135,17188,818,60,9,38,0
25607,42445,521,60,11,33,1
68889,15134,606,60,11,29,0
17865,47814,537,24,16,28,1
56637,11356,721,36,10,24,0
58268,13247,728,12,15,38,0
60791,15426,715,60,18,35,0
69108,9895,687,60,3,39,0
66103,19866,733,48,15,22,0
48782,5067,640,36,1,45,0
54555,15582,690,60,12,39,0
65638,16681,719,12,2,35,0
20405,45225,468,36,8,24,1
69398,16493,705,12,10,49,0
64695,17246,708,48,12,42,0
44681,15356,764,36,17,43,0
57821,17637,688,60,10,36,0
57479,23829,715,60,7,39,0
53027,19286,667,60,7,34,0
61936,19229,696,60,19,27,0
55771,7281,706,12,17,28,0
34651,17062,772,48,14,19,0
36377,15343,623,24,18,43,0
33556,45627,500,48,9,29,1
67542,14885,645,24,15,34,0
64692,8662,636,48,11,49,0
10094,37763,404,12,1,30,1
63293,12246,745,24,1,26,0
54611,16387,698,48,5,25,0
40869,12153,660,24,2,30,0
65579,14723,704,36,4,43,0
14771,38064,524,12,2,31,1
69505,9587,738,36,0,52,0
19963,37252,512,36,12,24,1
65782,10199,678,36,14,22,0
67972,15636,790,12,13,38,0
49417,15751,632,36,17,34,0
45954,15690,776,36,2,35,0
78267,14873,733,36,17,34,0
18912,43967,410,24,11,34,1
59450,16317,631,36,14,40,0
22320,34861,581,12,18,26,1
30318,43329,436,24,0,38,1
47892,14192,652,24,19,29,0
69451,8858,682,60,19,56,0
60469,13072,739,24,11,32,0
71772,19459,776,60,4,18,0
70493,15259,732,12,15,22,0
55146,7097,668,36,6,49,0
73857,14954,787,36,19,23,0
10000,35958,487,36,17,21,1
55433,20925,693,48,10,32,0
33580,12051,738,60,16,30,0
16078,28185,456,12,10,24,1
67616,13820,815,60,5,27,0
70771,14596,743,12,3,38,0
65191,11136,721,48,3,38,0
46942,13421,699,36,0,41,0
88263,17104,637,48,10,32,0
53129,16365,712,48,2,46,0
61025,18617,739,36,8,37,0
64861,12821,664,60,5,37,0
42257,15737,704,12,12,32,0
55837,21738,680,60,8,38,0
50882,20065,641,48,6,28,0
80131,8812,760,60,17,37,0
59028,17909,621,48,13,40,0
17587,35419,525,36,10,35,1
48968,7248,746,48,10,31,0
31055,43522,469,24,7,33,1
52614,13395,776,24,13,37,0
54226,19272,694,36,2,39,0
20675,37639,473,36,3,18,1
21329,38853,482,12,17,22,1
32276,39630,511,24,15,37,1
23112,44737,394,12,14,33,1
48434,10877,643,60,14,43,0
21222,50000,450,24,3,33,1
70055,15907,723,12,0,42,0
69036,15197,662,48,3,25,0
63486,10702,718,12,7,41,0
63197,10890,694,12,3,48,0
65461,11559,666,36,5,44,0
74463,18207,718,60,8,41,0
55460,26048,693,36,17,25,0
59164,18999,728,36,4,43,0
45758,21605,704,48,5,52,0
64862,6638,816,24,11,26,0
22337,41931,524,48,5,23,1
40144,17586,632,48,4,38,0
62774,14889,698,36,2,55,0
17528,37534,401,24,14,31,1
60574,12962,756,60,19,35,0
48509,14398,668,24,1,32,0
76257,18229,782,48,14,26,0
13904,41968,507,48,14,43,1
81428,11609,719,48,6,24,0
82379,17628,725,24,4,41,0
72647,16786,693,48,7,33,0
67910,16443,721,60,12,34,0
10000,37959,468,24,18,28,1
66115,16729,716,12,12,26,0
62246,20650,808,12,11,36,0
17009,45823,527,24,1,27,1
68100,13186,687,12,13,30,0
20103,49162,479,12,13,32,1
58089,8998,758,24,1,36,0
10000,40800,445,36,0,26,1
51255,11612,708,60,5,36,0
55217,16529,708,60,1,31,0
66221,6944,690,12,12,34,0
67749,21079,755,12,12,42,0
51054,10055,757,36,12,37,0
77687,18322,686,36,9,20,0
68116,17143,746,48,1,36,0
57037,15093,642,48,10,34,0
12326,46978,448,48,12,19,1
49638,14000,748,24,6,34,0
61655,11302,633,60,12,35,0
72295,9379,670,36,9,27,0
62189,17750,689,60,18,36,0
64165,9940,723,48,4,25,0
22010,42286,477,12,1,43,1
56031,5854,708,24,2,36,0
57575,19609,652,36,3,43,0
62578,10256,748,48,1,40,0
64998,21073,678,60,4,28,0
68381,13459,680,12,8,32,0
66096,11667,691,48,1,28,0
55823,17964,690,36,6,44,0
36091,10262,740,12,16,33,0
24369,47384,597,12,6,20,1
20969,39343,509,24,5,40,1
64669,19472,722,36,6,24,0
73630,14051,746,24,13,38,0
67557,11730,787,12,16,39,0
72043,7785,687,48,10,42,0
79310,13682,644,60,12,31,0
10730,48199,488,24,12,20,1
48990,20951,652,36,5,36,0
63258,18737,738,48,1,50,0
16066,40884,493,48,10,34,1
76467,13144,721,60,2,32,0
44039,25320,728,60,13,42,0
58401,16305,677,12,12,36,0
40737,21473,696,12,10,26,0
51170,13289,686,12,7,50,0
55038,14076,691,36,19,38,0
59882,22077,664,60,3,36,0
15280,35322,514,48,18,19,1
27432,39093,410,36,11,21,1
53394,2330,700,24,6,39,0
33757,38909,581,24,11,24,1
44752,12650,654,24,13,39,0
22891,37605,554,60,5,33,1
68870,14686,773,12,16,46,0
66097,9376,791,24,15,29,0
10000,36241,462,24,19,18,1
17272,47449,444,12,11,27,1
35230,39983,594,24,2,20,1
71220,14456,782,24,9,26,0
27575,39243,506,12,15,18,1
17658,37733,433,24,14,26,1
21940,33367,497,48,11,18,1
59398,18358,635,36,15,33,0
10000,41276,515,12,15,31,1
75542,16240,831,48,3,39,0
25049,40350,416,48,7,30,1
10000,34122,500,36,4,18,1
76712,14600,714,60,16,30,0
45427,22555,750,36,2,28,0
60574,15488,671,12,16,43,0
63350,21083,685,12,0,37,0
67447,9485,629,12,16,44,0
67366,20147,728,60,15,32,0
59885,27112,778,36,15,41,0
64208,12932,787,24,8,33,0
52464,17683,660,12,16,37,0
61574,9697,700,60,10,41,0
66450,15845,701,24,16,18,0
33902,48694,524,36,0,30,1
48534,21380,690,24,8,20,0
58894,14982,728,48,12,39,0
62532,24371,702,60,3,27,0
48132,16853,623,24,8,44,0
67881,19911,758,12,7,40,0
52639,17209,716,48,0,41,0
65939,22585,715,12,19,26,0
48287,12036,802,48,8,29,0
62482,14731,748,48,14,30,0
61203,19624,767,48,6,35,0
54703,17392,643,36,13,32,0
21845,38938,477,12,15,18,1
80913,2372,623,48,15,42,0
70040,9143,692,12,18,30,0
28534,43128,464,36,6,18,1
69679,9670,709,60,11,28,0
20455,39902,446,48,0,31,1
19279,40334,587,36,12,24,1
46739,1492,744,24,17,29,0
47298,16438,669,12,6,39,0
54141,8118,667,48,13,34,0
41904,45400,536,12,18,21,1
29190,42865,447,12,12,22,1
60338,12890,741,12,8,46,0
60765,16335,724,60,9,37,0
62578,13162,767,60,7,34,0
75845,13894,653,24,8,36,0
44210,14406,593,24,11,40,0
66037,12901,821,36,5,32,0
41743,9051,692,12,0,26,0
51899,14791,666,12,8,26,0
59101,15101,737,36,19,35,0
15535,41953,547,24,17,23,1
59305,9890,637,48,16,30,0
26901,46521,464,12,18,18,1
37389,6013,637,60,19,36,0
63863,24593,744,60,14,53,0
62988,10192,718,48,19,31,0
10000,40919,441,24,16,35,1
29312,41836,457,60,15,19,1
10000,33804,493,60,16,23,1
27472,36457,510,36,3,26,1
48748,8750,640,36,4,44,0
43193,38719,470,48,0,33,1
69722,7832,681,36,8,40,0
70385,10404,666,60,8,35,0
71231,17050,699,36,18,37,0
63421,23909,736,12,13,42,0
64620,16583,688,24,19,31,0
53006,18738,677,48,0,37,0
57201,12122,674,48,11,35,0
51977,5023,712,36,5,28,0
71872,16263,657,12,2,39,0
42345,16482,733,24,2,22,0
62960,17819,709,48,18,27,0
62265,12165,729,60,19,37,0
59231,16639,731,36,7,35,0
25705,33455,581,24,3,20,1
64282,10485,690,24,14,32,0
64091,13585,691,48,13,29,0
58259,15673,686,48,3,38,0
84040,17252,661,60,19,40,0
10000,39620,543,24,18,22,1
45804,11307,743,24,1,49,0
17450,35945,536,36,7,18,1
63015,9423,687,48,12,36,0
61440,14797,670,48,2,44,0
54016,19977,676,48,1,27,0
21135,32968,456,12,5,42,1
41790,16057,685,48,11,38,0
75650,11187,675,24,7,35,0
11830,40346,518,48,6,22,1
62319,18322,663,12,19,27,0
14243,42183,516,36,16,18,1
70682,14069,679,12,15,40,0
51927,10887,681,12,8,43,0
57050,21082,754,60,19,40,0
70843,19268,741,36,7,41,0
47803,14053,666,24,0,30,0
57726,13038,662,12,1,38,0
49326,25199,583,12,0,36,0
67687,10265,650,12,19,29,0
69340,11427,750,36,18,31,0
57077,8492,736,36,1,45,0
60190,18588,722,60,7,35,0
53447,20485,698,24,19,43,0
16779,42117,448,60,12,18,1
64844,17864,744,48,9,44,0
50629,6075,721,60,6,25,0
60440,6331,626,36,16,40,0
46995,14697,637,60,17,24,0
47409,18973,662,60,5,40,0
